Cell	nCount_Spatial	nFeature_Spatial	percent.mito	seurat_clusters	celltype	Cluster
68289980015200	4920	1687	7.398374	4	Chroid plexus	4
67430986557400	7159	2055	11.412208	3	iEGL	3
52828097755500	7029	1981	10.954617	2	oEGL	2
68719476744800	5014	1700	6.721181	4	Chroid plexus	4
67860483291700	7760	2570	7.023196	0	VZ+IZ	0
51539607565700	7131	2006	7.544524	2	oEGL	2
60988535618400	7930	2595	7.755359	0	VZ+IZ	0
57552561778200	10138	2563	9.854015	3	iEGL	3
79027398257700	6783	2177	6.604747	10	Chroid plexus	10
75591424420400	20694	4327	5.745627	2	oEGL	2
74732430962500	9140	2870	6.597374	0	VZ+IZ	0
68719476748000	7757	2458	6.909888	1	VZ+IZ	1
70007966940400	10234	2943	6.341606	7	RL	7
70866960392600	7284	2145	6.75453	4	Chroid plexus	4
72155450587600	13089	3300	7.067003	2	oEGL	2
71296457127800	8223	2547	6.189955	6	Vessels	6
73873437501300	20320	4266	6.48622	9	oEGL	9
73443940772300	10223	3053	5.976719	0	VZ+IZ	0
72155450585100	8801	2708	7.328713	5	VZ+IZ	5
72155450586500	7216	2443	5.903548	5	VZ+IZ	5
63995012724300	7274	2320	6.997525	1	VZ+IZ	1
53257594484600	7278	1996	10.978291	3	iEGL	3
55405078131600	8701	2480	9.079416	3	iEGL	3
56693568321200	8096	2459	8.547431	1	VZ+IZ	1
57552561782100	9423	2547	8.96742	2	oEGL	2
58411555239700	9507	2715	8.236037	0	VZ+IZ	0
63136019261400	13571	3348	6.219144	9	oEGL	9
63995012721300	8327	2567	6.136664	1	VZ+IZ	1
64424509450500	8782	2528	8.551583	1	VZ+IZ	1
64424509452700	7420	2237	9.002695	1	VZ+IZ	1
64854006184300	7608	2430	7.833859	1	VZ+IZ	1
65712999638800	15166	3498	5.650798	9	oEGL	9
66142496372900	7908	2477	7.245827	1	VZ+IZ	1
66571993104000	9458	2805	6.766758	7	RL	7
67430986559400	7576	2407	7.127772	1	VZ+IZ	1
70866960394500	8748	2656	9.533608	1	VZ+IZ	1
59700045429000	7841	2602	6.835863	0	VZ+IZ	0
67001489830800	8077	2481	6.252321	1	VZ+IZ	1
68719476751100	7915	2532	8.477574	1	VZ+IZ	1
68289980021800	6662	2163	9.996998	5	VZ+IZ	5
68289980016100	5165	1698	6.118103	4	Chroid plexus	4
67001489831000	8587	2572	7.697683	1	VZ+IZ	1
64424509453700	7448	2456	7.451665	1	VZ+IZ	1
66571993098200	9910	2708	7.90111	2	oEGL	2
66142496369400	8915	2697	7.335951	0	VZ+IZ	0
66142496368500	13492	3194	7.115328	2	oEGL	2
65283502915100	14741	3379	8.913914	2	oEGL	2
64854006184400	7523	2328	8.334441	0	VZ+IZ	0
70437463664600	7856	2160	12.20723	6	Vessels	6
70437463669600	10311	2727	10.309378	2	oEGL	2
70866960398300	7472	2432	6.798715	5	VZ+IZ	5
72155450584100	10162	2927	6.08148	0	VZ+IZ	0
73873437504500	7303	2369	9.489251	1	VZ+IZ	1
75161927688000	6642	1756	5.299609	8	Epithelia	8
75161927688300	5727	1699	7.892439	4	Chroid plexus	4
76450417880900	14647	3501	8.855056	2	oEGL	2
52398601024900	10948	2997	7.508221	2	oEGL	2
52828097754500	12000	2977	9.241667	2	oEGL	2
53687091213300	11425	2925	7.273523	2	oEGL	2
54116587942700	14544	3749	6.325633	2	oEGL	2
56693568319100	13030	3093	9.508826	2	oEGL	2
57123065051500	7770	2392	8.391248	0	VZ+IZ	0
57552561779800	8302	2435	10.648037	3	iEGL	3
57552561781300	6824	2113	8.763189	1	VZ+IZ	1
59270548695800	14821	3627	5.836313	2	oEGL	2
59700045425800	9324	2684	7.207207	1	VZ+IZ	1
63995012724000	7821	2477	7.083493	0	VZ+IZ	0
60559038888400	8160	2610	6.164216	0	VZ+IZ	0
60988535615000	8239	2454	9.260833	0	VZ+IZ	0
60988535617900	7597	2434	7.58194	1	VZ+IZ	1
61847529076500	8112	2532	7.815582	0	VZ+IZ	0
61847529077800	7714	2548	7.026186	0	VZ+IZ	0
62706522532200	9404	2649	7.18843	1	VZ+IZ	1
63136019262200	8469	2525	7.982052	1	VZ+IZ	1
63136019265000	7181	2249	6.907116	1	VZ+IZ	1
51969104294800	4847	1428	5.116567	3	iEGL	3
67430986561100	6871	2332	7.640809	1	VZ+IZ	1
67860483289900	7953	2421	9.02804	1	VZ+IZ	1
64424509453500	8000	2438	5.975	6	Vessels	6
70866960396000	8816	2715	5.932396	0	VZ+IZ	0
72155450586400	7707	2433	6.954716	0	VZ+IZ	0
63565515993600	7655	2340	8.216852	1	VZ+IZ	1
73443940775900	8686	2523	8.600046	3	iEGL	3
69578470206900	8181	2533	7.823005	1	VZ+IZ	1
63136019264500	8125	2490	6.621538	0	VZ+IZ	0
68289980018600	8257	2510	7.666223	0	VZ+IZ	0
59700045428200	8751	2572	7.359159	0	VZ+IZ	0
59700045428800	8495	2670	6.615656	0	VZ+IZ	0
59700045429100	7755	2549	7.904578	0	VZ+IZ	0
57552561781600	6045	1863	10.70306	3	iEGL	3
72155450587300	6663	2128	9.590275	5	VZ+IZ	5
63136019263800	8011	2439	7.901635	0	VZ+IZ	0
63565515992600	8342	2598	7.120595	1	VZ+IZ	1
69578470208100	8453	2550	6.565716	6	Vessels	6
65283502910100	8338	2502	9.6426	5	VZ+IZ	5
51539607565800	11252	2972	7.811945	2	oEGL	2
75161927691600	8473	2584	7.234746	6	Vessels	6
62277025804100	9100	2723	8.120879	0	VZ+IZ	0
62277025803800	8329	2477	10.157282	1	VZ+IZ	1
73873437505200	6775	2103	9.461255	3	iEGL	3
73873437503700	8677	2604	8.263225	1	VZ+IZ	1
73443940773800	8963	2785	6.136338	0	VZ+IZ	0
56693568320900	8155	2521	8.06867	0	VZ+IZ	0
57123065051100	9133	2767	7.303186	5	VZ+IZ	5
57552561781400	6262	1927	11.609709	1	VZ+IZ	1
68719476750000	6981	2347	7.062025	0	VZ+IZ	0
74302934234400	6962	2231	8.934214	6	Vessels	6
67860483287700	9506	2829	8.910162	5	VZ+IZ	5
74732430963700	6752	2201	8.012441	6	Vessels	6
77738908069100	9464	2776	5.420541	4	Chroid plexus	4
69148973476200	8359	2456	9.199665	6	Vessels	6
69148973476300	9202	2698	7.954792	0	VZ+IZ	0
69578470207900	8133	2366	8.213451	5	VZ+IZ	5
69578470210900	10215	2989	6.000979	7	RL	7
70007966935200	9330	2658	9.506967	1	VZ+IZ	1
73443940772800	9442	2758	8.165643	0	VZ+IZ	0
72155450586800	8135	2568	6.195452	0	VZ+IZ	0
70437463667800	8090	2481	7.466007	5	VZ+IZ	5
70437463668700	7438	2467	6.802904	0	VZ+IZ	0
72155450583500	8252	2443	9.585555	1	VZ+IZ	1
71725953856400	8109	2579	5.808361	1	VZ+IZ	1
59700045424900	6786	2038	5.6145	4	Chroid plexus	4
62277025806600	8426	2572	6.539283	1	VZ+IZ	1
61847529074100	8126	2454	8.811223	0	VZ+IZ	0
61418032345300	8591	2577	6.55337	5	VZ+IZ	5
60988535618000	7669	2432	7.354283	1	VZ+IZ	1
60988535616200	7947	2393	7.990437	5	VZ+IZ	5
60129542158100	8221	2570	7.395694	0	VZ+IZ	0
58841051969300	8749	2556	8.515259	1	VZ+IZ	1
56264071592100	7875	2310	10.32381	5	VZ+IZ	5
56264071591900	6909	2050	12.780431	1	VZ+IZ	1
52828097754600	17220	3678	6.782811	2	oEGL	2
64424509455700	7850	2462	10.050955	0	VZ+IZ	0
67001489829000	9295	2738	6.05702	0	VZ+IZ	0
66571993098700	8882	2722	7.126773	0	VZ+IZ	0
65712999641300	8094	2364	7.758834	1	VZ+IZ	1
64854006185400	7719	2181	11.335665	3	iEGL	3
64854006180800	8273	2424	9.101898	1	VZ+IZ	1
64854006180700	8844	2585	8.480326	1	VZ+IZ	1
64854006180300	8747	2610	8.299989	1	VZ+IZ	1
63995012726000	7616	2406	10.766807	0	VZ+IZ	0
63995012722900	8180	2404	7.07824	0	VZ+IZ	0
63995012722800	7913	2457	7.38026	0	VZ+IZ	0
63565515995300	7708	2411	7.823041	0	VZ+IZ	0
63565515993100	8612	2635	6.699954	0	VZ+IZ	0
63136019265700	8362	2597	7.259029	1	VZ+IZ	1
63136019264700	7285	2316	7.137955	0	VZ+IZ	0
63565515996800	15289	3555	7.502126	2	oEGL	2
54546084674500	7092	2051	10.899605	3	iEGL	3
65283502915600	14597	3740	3.528122	7	RL	7
65712999640200	8455	2570	8.468362	1	VZ+IZ	1
71296457128300	6680	2191	8.997006	6	Vessels	6
76879914611000	7343	2203	7.571837	9	oEGL	9
76020921150100	15254	3800	5.414973	9	oEGL	9
70007966936400	8913	2716	6.081005	1	VZ+IZ	1
64424509452900	7973	2424	6.634893	0	VZ+IZ	0
72584947316300	7259	2400	8.224273	5	VZ+IZ	5
62706522533000	9191	2622	8.34512	1	VZ+IZ	1
67430986563200	11343	3207	5.818567	7	RL	7
70437463670300	10409	3199	4.717072	7	RL	7
56693568321800	7551	2225	10.184082	3	iEGL	3
73443940772400	7865	2419	9.027336	1	VZ+IZ	1
73443940772500	9898	2898	6.476056	1	VZ+IZ	1
52398601025300	9582	2512	8.808182	3	iEGL	3
65712999642500	7861	2381	7.759827	1	VZ+IZ	1
65712999645000	10860	3055	7.237569	7	RL	7
66571993099400	8944	2682	6.607782	0	VZ+IZ	0
66571993101200	7150	2367	6.41958	1	VZ+IZ	1
66571993101900	6785	2192	7.383935	0	VZ+IZ	0
76020921150300	16682	4052	5.88059	2	oEGL	2
67001489830700	7879	2420	7.323264	1	VZ+IZ	1
67001489832800	7106	2391	8.992401	5	VZ+IZ	5
68289980019300	7554	2307	8.128144	1	VZ+IZ	1
74302934233800	7803	2440	8.163527	1	VZ+IZ	1
73873437502600	8875	2740	7.988732	6	Vessels	6
71725953854000	8723	2563	9.136765	1	VZ+IZ	1
72584947314300	8966	2831	6.80348	0	VZ+IZ	0
60129542156400	9661	2817	8.073698	0	VZ+IZ	0
51969104296300	13085	3156	8.276653	2	oEGL	2
53257594483500	8933	2600	6.49278	2	oEGL	2
54116587942300	15550	3706	8.366559	2	oEGL	2
54546084674200	5684	1706	11.681914	3	iEGL	3
54975581402400	8194	2297	10.019526	1	VZ+IZ	1
55405078130000	5931	1808	6.255269	9	oEGL	9
55834574859800	10290	2901	5.05345	2	oEGL	2
57552561781000	8008	2388	11.026474	0	VZ+IZ	0
58411555238900	9063	2689	7.823017	0	VZ+IZ	0
60559038884900	9126	2732	7.232084	1	VZ+IZ	1
60559038889300	6136	1999	10.283572	1	VZ+IZ	1
60988535617500	8112	2649	6.607495	0	VZ+IZ	0
60988535617800	8220	2751	5.510949	0	VZ+IZ	0
61847529075500	7551	2325	8.992186	0	VZ+IZ	0
62706522534500	7881	2401	7.18183	1	VZ+IZ	1
63995012726300	11059	2914	8.961027	2	oEGL	2
63995012726700	13782	3495	5.173415	7	RL	7
50680614106400	7216	2170	7.441796	2	oEGL	2
64854006185300	7845	2471	8.221797	3	iEGL	3
60988535614000	9405	2456	8.952685	3	iEGL	3
72155450584000	8897	2791	6.440373	0	VZ+IZ	0
60559038887800	8043	2632	6.999876	0	VZ+IZ	0
67860483290500	7598	2377	7.212424	6	Vessels	6
70437463664500	8338	2174	12.568961	3	iEGL	3
77309411341500	4173	1574	6.110712	10	Chroid plexus	10
76020921150800	15406	3499	8.522654	2	oEGL	2
68719476751300	6731	2276	9.701382	6	Vessels	6
69578470209200	8137	2561	6.648642	0	VZ+IZ	0
54546084674600	13079	3136	8.257512	2	oEGL	2
73443940772100	6620	2053	11.087613	3	iEGL	3
63995012725600	8119	2584	7.229954	0	VZ+IZ	0
59700045427800	9145	2773	6.189174	1	VZ+IZ	1
56264071588800	4949	1511	6.082037	4	Chroid plexus	4
55405078132500	8387	2424	9.276261	1	VZ+IZ	1
58841051967700	8725	2594	8.676218	5	VZ+IZ	5
75591424421800	10556	3045	6.119742	6	Vessels	6
56264071590700	8432	2410	9.712998	5	VZ+IZ	5
66571993102800	7663	2393	7.803732	1	VZ+IZ	1
75161927691300	8689	2625	7.273564	3	iEGL	3
63136019261800	9005	2632	7.196002	0	VZ+IZ	0
60129542156700	9354	2643	6.927518	6	Vessels	6
58411555238200	8983	2572	8.716464	0	VZ+IZ	0
76020921147300	4716	1535	5.894826	4	Chroid plexus	4
54546084674800	17227	3699	5.398502	2	oEGL	2
58411555238700	8771	2464	9.520009	1	VZ+IZ	1
61418032347500	8043	2601	6.676613	1	VZ+IZ	1
56264071592600	6385	1951	11.166797	3	iEGL	3
58841051969500	8814	2713	7.329249	0	VZ+IZ	0
64854006180600	8972	2682	8.604547	0	VZ+IZ	0
78168404799600	7179	1865	3.635604	4	Chroid plexus	4
64424509453200	7480	2236	7.593583	1	VZ+IZ	1
74732430961700	7527	2192	9.924273	3	iEGL	3
70007966940000	7398	2271	10.164909	3	iEGL	3
73443940772000	7699	2256	9.637615	3	iEGL	3
63995012719400	5421	1847	5.663162	4	Chroid plexus	4
73873437501100	4022	1519	7.18548	4	Chroid plexus	4
57552561778500	9666	2759	7.883302	1	VZ+IZ	1
60129542155100	9533	2397	11.224169	3	iEGL	3
61418032344800	8904	2503	8.962264	1	VZ+IZ	1
67001489830200	7626	2335	6.87123	5	VZ+IZ	5
72584947315500	8187	2617	6.693539	0	VZ+IZ	0
70866960397000	7930	2547	5.712484	1	VZ+IZ	1
66142496372200	7111	2248	8.100127	1	VZ+IZ	1
66142496374100	7752	2387	9.868421	3	iEGL	3
66142496373900	7100	2341	8.774648	1	VZ+IZ	1
60988535613900	14110	3111	9.67399	2	oEGL	2
52828097756000	16335	3825	6.305479	2	oEGL	2
70866960392400	2085	718	6.666667	8	Epithelia	8
73873437501800	8069	2370	10.893543	1	VZ+IZ	1
63565515996200	7752	2543	8.088235	0	VZ+IZ	0
58411555241400	12171	3039	6.392244	2	oEGL	2
58841051965500	6718	2261	5.939268	4	Chroid plexus	4
64424509450400	10055	2831	7.458976	3	iEGL	3
64424509451300	8690	2634	7.387802	0	VZ+IZ	0
70007966935800	9474	2727	8.528605	0	VZ+IZ	0
78168404800000	3648	1414	5.674342	10	Chroid plexus	10
51539607566100	16637	3799	7.519385	2	oEGL	2
66571993102600	7186	2319	8.892291	0	VZ+IZ	0
64854006185200	7498	2374	8.428914	0	VZ+IZ	0
66571993102500	7953	2531	6.324657	0	VZ+IZ	0
73014444045200	8388	2706	6.11588	0	VZ+IZ	0
59700045426100	8311	2486	8.422572	0	VZ+IZ	0
62277025804400	9430	2618	6.458112	6	Vessels	6
63136019263200	8949	2601	8.816628	1	VZ+IZ	1
59270548699400	7833	2468	8.349291	0	VZ+IZ	0
70866960397900	6901	2340	7.940878	0	VZ+IZ	0
58411555238800	8525	2552	7.741935	0	VZ+IZ	0
63136019262800	9247	2698	6.26149	0	VZ+IZ	0
65712999644800	8171	2444	8.089585	7	RL	7
59270548698200	9593	2760	6.932138	1	VZ+IZ	1
73014444046200	6569	2144	8.083422	1	VZ+IZ	1
68719476747200	9335	2778	6.673808	1	VZ+IZ	1
60129542158000	8915	2716	7.459338	0	VZ+IZ	0
66571993100800	7830	2287	7.854406	1	VZ+IZ	1
59700045428000	8370	2542	7.801673	0	VZ+IZ	0
62706522534400	7904	2441	7.338057	0	VZ+IZ	0
62706522536400	8511	2666	6.697215	1	VZ+IZ	1
65712999642400	7406	2342	8.034026	1	VZ+IZ	1
70437463667100	8217	2586	6.75429	1	VZ+IZ	1
63565515993900	8050	2456	7.664596	0	VZ+IZ	0
69148973480300	8197	2582	8.442113	1	VZ+IZ	1
70437463665200	9623	2717	8.448509	6	Vessels	6
62706522533600	8905	2599	7.478944	0	VZ+IZ	0
69148973480500	7760	2539	8.273196	0	VZ+IZ	0
63995012725800	8228	2637	7.280019	0	VZ+IZ	0
65283502911500	8442	2460	8.126036	0	VZ+IZ	0
64424509452500	8168	2447	7.309011	1	VZ+IZ	1
65283502911200	9145	2680	5.565883	6	Vessels	6
69578470206700	9330	2774	6.184352	0	VZ+IZ	0
72155450584700	9491	2871	5.331367	1	VZ+IZ	1
61418032344100	9035	2620	7.138904	1	VZ+IZ	1
71725953856200	7906	2532	7.108525	0	VZ+IZ	0
71725953853500	8458	2494	10.06148	3	iEGL	3
71296457127400	8303	2670	6.214621	0	VZ+IZ	0
60559038887400	8054	2478	7.784952	0	VZ+IZ	0
71296457126000	8175	2472	7.474006	1	VZ+IZ	1
61847529078800	12915	3457	5.404568	7	RL	7
62277025803400	9360	2811	8.012821	0	VZ+IZ	0
62277025804800	8504	2434	7.690499	1	VZ+IZ	1
62277025805900	7852	2461	6.240448	0	VZ+IZ	0
70866960399000	8625	2643	7.744928	1	VZ+IZ	1
77738908068900	5206	1823	7.260853	4	Chroid plexus	4
53257594484100	17185	3623	7.331976	2	oEGL	2
73873437505000	6701	2003	10.461125	3	iEGL	3
55405078131200	9294	2682	5.950075	3	iEGL	3
74302934231000	19766	4134	5.732065	9	oEGL	9
53687091215500	10767	2731	5.721185	2	oEGL	2
67001489828000	8957	2598	8.630122	1	VZ+IZ	1
75591424422000	10601	3003	6.244694	5	VZ+IZ	5
54975581404100	6480	1859	11.095679	3	iEGL	3
67430986558200	9099	2831	6.407298	6	Vessels	6
74732430963200	9171	2812	5.877222	0	VZ+IZ	0
76020921151000	13592	3250	9.056798	2	oEGL	2
76020921151900	13697	3405	9.301307	2	oEGL	2
57552561780600	8960	2702	7.957589	1	VZ+IZ	1
76879914609000	2345	884	4.946695	8	Epithelia	8
76450417882600	1396	562	10.17192	8	Epithelia	8
67860483292100	7577	2370	10.901412	1	VZ+IZ	1
68289980018700	8565	2562	6.269702	1	VZ+IZ	1
57123065049500	9069	2630	8.291984	1	VZ+IZ	1
75161927690400	18705	4459	4.442662	2	oEGL	2
73443940774500	8804	2731	6.599273	0	VZ+IZ	0
55834574861200	7962	2358	8.779201	3	iEGL	3
75591424420900	9730	2595	7.893114	2	oEGL	2
75161927693600	12772	3232	7.923583	2	oEGL	2
73873437502100	10537	3140	5.570846	0	VZ+IZ	0
61847529077900	8667	2712	7.280489	0	VZ+IZ	0
61847529078200	7623	2363	8.592418	0	VZ+IZ	0
54975581400900	6206	1853	6.815985	3	iEGL	3
54975581401500	10270	2511	9.308666	3	iEGL	3
70866960395100	8586	2557	8.420685	0	VZ+IZ	0
62277025802700	9691	2607	7.450212	1	VZ+IZ	1
65712999644600	8733	2500	10.683614	3	iEGL	3
63136019261100	8834	2560	5.546751	4	Chroid plexus	4
70866960394100	11450	3121	6.864629	0	VZ+IZ	0
63136019262300	9114	2704	8.470485	0	VZ+IZ	0
54546084674000	6180	1798	11.731392	3	iEGL	3
70866960398800	6876	2210	11.765561	5	VZ+IZ	5
65712999644200	8767	2761	7.208851	0	VZ+IZ	0
62277025807700	7531	2370	8.232638	1	VZ+IZ	1
65712999642900	7640	2349	8.704188	5	VZ+IZ	5
62706522532800	9714	2688	7.082561	6	Vessels	6
70866960398000	8446	2516	5.754203	6	Vessels	6
62706522533300	8584	2624	7.059646	1	VZ+IZ	1
75591424422800	12662	3120	8.418891	2	oEGL	2
54975581404300	15041	3482	6.588658	2	oEGL	2
71296457125500	9064	2816	5.748014	0	VZ+IZ	0
54975581402200	8619	2450	9.212206	3	iEGL	3
64424509453900	7568	2352	7.624207	1	VZ+IZ	1
63995012723900	8016	2517	7.135729	1	VZ+IZ	1
65283502912900	7391	2311	7.603843	0	VZ+IZ	0
65283502912200	7845	2269	8.706182	6	Vessels	6
67860483291100	7207	2336	7.492715	1	VZ+IZ	1
63995012725900	7748	2540	7.356737	0	VZ+IZ	0
70007966937800	8090	2508	7.737948	6	Vessels	6
64424509450300	10758	2835	7.334077	3	iEGL	3
52828097754200	7782	2198	6.502185	3	iEGL	3
78168404799000	8052	2676	6.408346	10	Chroid plexus	10
63995012723500	7988	2359	7.836755	0	VZ+IZ	0
64854006181000	8782	2514	10.658164	1	VZ+IZ	1
64854006181600	8326	2541	6.689887	6	Vessels	6
65283502909800	9158	2667	8.01485	1	VZ+IZ	1
69578470209500	7418	2432	7.630089	1	VZ+IZ	1
67860483286900	10233	2734	8.345549	3	iEGL	3
69578470208500	7640	2378	8.41623	0	VZ+IZ	0
67430986559700	7359	2263	7.324365	1	VZ+IZ	1
76450417880300	17523	4191	6.631285	2	oEGL	2
54546084672100	13359	3248	9.244704	2	oEGL	2
54546084672000	14010	3235	8.586724	2	oEGL	2
63565515990900	9288	2694	5.490956	9	oEGL	9
63565515991100	14083	3262	7.519705	2	oEGL	2
64854006185800	10527	3006	6.991546	7	RL	7
65712999639900	8660	2624	8.036952	1	VZ+IZ	1
76450417879200	2110	869	4.834123	8	Epithelia	8
54116587943100	18572	3825	7.263623	2	oEGL	2
54116587942600	13905	3710	7.802949	2	oEGL	2
63565515996300	8066	2579	8.157699	0	VZ+IZ	0
70437463665100	8720	2597	7.694954	6	Vessels	6
65712999639400	8766	2517	8.316222	5	VZ+IZ	5
63565515997000	9571	2855	6.780901	7	RL	7
67430986560700	8183	2532	6.476842	0	VZ+IZ	0
53687091214800	6792	1991	9.820377	3	iEGL	3
70437463663100	5019	1661	7.870094	4	Chroid plexus	4
63995012721900	7990	2465	6.946183	1	VZ+IZ	1
65283502913000	7259	2318	7.397713	0	VZ+IZ	0
60129542155900	8977	2583	9.53548	1	VZ+IZ	1
57552561780900	8434	2583	7.908466	1	VZ+IZ	1
60129542159100	8367	2646	7.983746	0	VZ+IZ	0
66571993099000	8551	2571	8.560402	1	VZ+IZ	1
67001489828100	8878	2603	8.459112	1	VZ+IZ	1
72584947316400	7322	2379	7.771101	1	VZ+IZ	1
57982058507800	9576	2644	7.727652	3	iEGL	3
66571993099800	8742	2559	6.668954	0	VZ+IZ	0
68719476747500	8282	2578	6.073412	0	VZ+IZ	0
57982058508200	8318	2479	9.196922	6	Vessels	6
57982058508300	8554	2464	8.908113	1	VZ+IZ	1
72584947315100	8947	2738	6.04672	0	VZ+IZ	0
68719476749300	8012	2411	6.764853	1	VZ+IZ	1
68719476749800	7522	2367	7.431534	1	VZ+IZ	1
66571993097100	4518	1567	7.038513	4	Chroid plexus	4
72584947313400	9339	2814	6.499625	0	VZ+IZ	0
72584947313300	9049	2749	8.332412	0	VZ+IZ	0
74302934233600	8947	2758	6.62792	0	VZ+IZ	0
57552561777900	13489	3279	6.66469	2	oEGL	2
73443940774300	8045	2553	7.75637	0	VZ+IZ	0
58841051968400	8319	2620	7.909605	1	VZ+IZ	1
68719476745600	2457	930	6.064306	4	Chroid plexus	4
58411555240300	8013	2483	9.696743	0	VZ+IZ	0
59270548697000	8778	2483	9.831397	1	VZ+IZ	1
59270548697200	8728	2643	8.455545	1	VZ+IZ	1
59270548698000	8071	2472	7.458803	1	VZ+IZ	1
58411555237800	7665	2419	8.741031	1	VZ+IZ	1
61847529076600	7452	2373	6.951154	5	VZ+IZ	5
73873437503800	8724	2731	8.195782	0	VZ+IZ	0
59270548700100	7686	2429	9.029404	0	VZ+IZ	0
59270548700300	6656	2179	10.291466	1	VZ+IZ	1
67001489827300	5031	1688	4.770423	4	Chroid plexus	4
73014444045700	7794	2434	7.954837	0	VZ+IZ	0
59700045426200	8465	2502	10.360307	6	Vessels	6
74302934229200	6067	1927	9.312675	4	Chroid plexus	4
71725953855800	8197	2563	7.64914	0	VZ+IZ	0
60988535618800	6921	2262	9.521745	1	VZ+IZ	1
72155450584400	8885	2779	6.257738	0	VZ+IZ	0
61418032343600	9202	2492	8.161269	3	iEGL	3
61418032344000	9110	2637	8.583974	1	VZ+IZ	1
56693568321000	9102	2786	7.767524	0	VZ+IZ	0
66142496372300	6879	2280	7.050443	0	VZ+IZ	0
74732430964100	8523	2383	10.231139	2	oEGL	2
71725953857300	7595	2495	7.847268	6	Vessels	6
66142496370900	7877	2300	8.201092	1	VZ+IZ	1
56264071593400	9294	2405	5.326017	2	oEGL	2
71725953854700	8359	2531	8.158871	0	VZ+IZ	0
75161927690500	16432	4251	4.168695	2	oEGL	2
56264071589800	11815	2893	9.538722	3	iEGL	3
71725953853100	13923	3339	6.234289	2	oEGL	2
55834574861900	8650	2566	9.16763	5	VZ+IZ	5
60988535616300	8327	2559	7.037348	0	VZ+IZ	0
57123065048500	14673	3269	8.866626	2	oEGL	2
60988535617300	7940	2558	6.284635	5	VZ+IZ	5
72155450585900	8567	2712	4.832497	0	VZ+IZ	0
66142496374000	7135	2341	9.110021	1	VZ+IZ	1
67001489831100	8667	2582	6.57667	0	VZ+IZ	0
60559038889400	6166	1849	12.633798	3	iEGL	3
68289980019700	7617	2376	7.391361	0	VZ+IZ	0
67860483289800	7388	2254	7.336221	0	VZ+IZ	0
69578470206200	8785	2552	8.400683	0	VZ+IZ	0
68289980021000	8199	2638	6.793511	0	VZ+IZ	0
69578470205600	9358	2669	7.907673	1	VZ+IZ	1
67860483289300	7898	2379	7.520891	5	VZ+IZ	5
69578470206300	9370	2747	7.886873	5	VZ+IZ	5
68289980020100	7255	2359	7.911785	1	VZ+IZ	1
69148973479400	7442	2442	7.538296	1	VZ+IZ	1
69578470206600	9370	2758	6.264674	0	VZ+IZ	0
67860483288900	8641	2578	6.874204	1	VZ+IZ	1
79886391717000	3905	1449	6.786172	10	Chroid plexus	10
67860483288700	8798	2553	7.217549	1	VZ+IZ	1
69148973479200	7233	2312	7.147795	5	VZ+IZ	5
68289980020500	7561	2384	8.05449	0	VZ+IZ	0
68719476750400	7468	2473	7.953937	0	VZ+IZ	0
68289980018500	8805	2684	7.688813	1	VZ+IZ	1
68289980018100	7526	2413	7.666755	1	VZ+IZ	1
69148973480800	6611	2166	9.121162	1	VZ+IZ	1
67860483291300	7249	2342	6.662988	1	VZ+IZ	1
69578470205300	15927	3619	6.893954	2	oEGL	2
68719476749200	7649	2380	7.582691	0	VZ+IZ	0
67860483292400	7738	2332	9.937968	3	iEGL	3
68289980017900	8320	2536	6.610577	0	VZ+IZ	0
68719476750700	8271	2634	8.233587	0	VZ+IZ	0
68719476750300	7414	2408	5.98867	0	VZ+IZ	0
68289980016900	8267	2519	7.487601	1	VZ+IZ	1
68719476747300	9393	2780	5.610561	0	VZ+IZ	0
67860483290100	7700	2364	5.974026	0	VZ+IZ	0
74302934234000	6407	2092	9.286718	6	Vessels	6
73873437505300	9293	2713	8.490261	2	oEGL	2
73873437505500	10595	2847	8.352997	2	oEGL	2
74302934231200	18384	3928	6.146649	2	oEGL	2
74302934231300	11539	2934	8.917584	2	oEGL	2
74732430961600	8258	2343	9.505934	1	VZ+IZ	1
74732430962000	8278	2535	8.915197	1	VZ+IZ	1
74732430962100	8429	2552	8.197888	1	VZ+IZ	1
74732430963100	8299	2587	7.024943	6	Vessels	6
72584947316000	6935	2292	7.555876	0	VZ+IZ	0
73443940774200	8763	2727	7.098026	0	VZ+IZ	0
73443940774400	7263	2395	7.407407	0	VZ+IZ	0
73443940774800	9052	2854	5.678303	6	Vessels	6
73443940775700	7457	2399	7.885209	1	VZ+IZ	1
78597901528200	6122	2125	6.468474	10	Chroid plexus	10
76879914610700	11347	3209	5.58738	2	oEGL	2
78597901528600	6456	2252	8.44176	10	Chroid plexus	10
50680614106600	3236	1073	8.312732	3	iEGL	3
74732430963600	7018	2128	7.352522	6	Vessels	6
75161927691700	9812	2905	5.951896	0	VZ+IZ	0
75161927692000	11221	3324	4.856965	5	VZ+IZ	5
75161927692700	8936	2502	8.751119	6	Vessels	6
72584947315900	7341	2495	7.805476	0	VZ+IZ	0
76020921152100	10900	3083	7.229358	2	oEGL	2
76020921152700	8604	2625	6.032078	4	Chroid plexus	4
76450417880700	15652	3600	9.877332	2	oEGL	2
70437463669900	4757	1686	10.552869	3	iEGL	3
70437463665900	8657	2685	6.422548	5	VZ+IZ	5
70437463666000	8548	2672	6.867103	0	VZ+IZ	0
