Cell	nCount_Spatial	nFeature_Spatial	percent.mito	seurat_clusters	celltype	Cluster
70007966937600	8092	2511	7.192289	6	Vessels	6
70007966938400	7641	2434	6.229551	0	VZ+IZ	0
70007966939000	6815	2260	7.923698	6	Vessels	6
57982058509500	9372	2744	8.354673	0	VZ+IZ	0
70437463666500	8376	2548	7.139446	0	VZ+IZ	0
70437463667300	7764	2372	7.405976	6	Vessels	6
70437463667700	7156	2435	7.084964	0	VZ+IZ	0
70437463668600	7184	2396	8.393653	5	VZ+IZ	5
55405078130400	9062	2521	5.771353	2	oEGL	2
73443940771600	9165	2639	5.99018	9	oEGL	9
54975581404400	18401	4026	5.521439	2	oEGL	2
75591424420500	15909	4085	4.488026	2	oEGL	2
54546084674900	4844	1503	6.50289	2	oEGL	2
53687091212500	12381	3295	5.492287	2	oEGL	2
73443940776100	9519	2552	7.374724	2	oEGL	2
73873437502000	7985	2339	9.392611	1	VZ+IZ	1
73873437503500	8796	2735	7.730787	0	VZ+IZ	0
75591424423300	8447	2557	8.227773	4	Chroid plexus	4
74302934229100	8148	2135	5.363279	4	Chroid plexus	4
54546084673800	8292	2426	9.032803	3	iEGL	3
74302934233300	8745	2665	7.730132	0	VZ+IZ	0
53687091214000	9359	2404	8.804359	3	iEGL	3
74302934233900	6949	2156	9.397036	6	Vessels	6
74302934234200	6730	2078	9.717682	5	VZ+IZ	5
74302934234800	11452	3092	8.461404	2	oEGL	2
74732430964400	11389	3125	7.709193	9	oEGL	9
72584947313800	9446	2782	8.87148	0	VZ+IZ	0
76020921151800	15442	3575	8.910763	2	oEGL	2
71725953857900	7576	2481	8.012144	0	VZ+IZ	0
56264071590600	8843	2478	9.623431	1	VZ+IZ	1
55405078134100	17841	3784	5.078191	2	oEGL	2
72155450585300	8485	2621	7.413082	5	VZ+IZ	5
72584947312700	9071	2436	8.874435	3	iEGL	3
55405078133000	6828	1987	10.39836	3	iEGL	3
74732430963300	7604	2462	7.193582	1	VZ+IZ	1
72584947313900	10394	3099	6.320954	0	VZ+IZ	0
55405078132400	7810	2252	9.897567	3	iEGL	3
55405078131300	9847	2640	7.575911	5	VZ+IZ	5
55405078130900	14580	3304	7.76406	2	oEGL	2
73014444045000	8338	2726	5.708803	0	VZ+IZ	0
73014444045500	7945	2589	7.300189	5	VZ+IZ	5
73014444046000	6897	2274	8.61244	1	VZ+IZ	1
73014444046500	12160	3248	7.006579	2	oEGL	2
52828097754900	8832	2327	7.937047	3	iEGL	3
61418032344400	9390	2751	7.103301	5	VZ+IZ	5
61847529077600	8201	2666	5.53591	0	VZ+IZ	0
61847529075200	7645	2373	8.018313	6	Vessels	6
64854006182200	7715	2389	6.584576	1	VZ+IZ	1
61847529074600	8602	2664	6.27761	5	VZ+IZ	5
64854006183300	7203	2322	8.302096	6	Vessels	6
64854006183900	8426	2516	7.915974	1	VZ+IZ	1
64854006185600	11620	2939	9.08778	2	oEGL	2
64854006186000	15007	3737	4.451256	7	RL	7
65283502909700	9876	2789	7.219522	0	VZ+IZ	0
61418032348800	19323	4003	5.46499	2	oEGL	2
61418032348500	6852	2136	10.040864	1	VZ+IZ	1
61847529078400	15957	3645	6.699254	2	oEGL	2
65283502913800	7268	2389	7.484865	1	VZ+IZ	1
60988535619500	7434	2435	5.501749	7	RL	7
65283502914900	7458	2285	10.257442	1	VZ+IZ	1
60988535616000	7949	2461	7.736822	0	VZ+IZ	0
65712999640500	8880	2560	6.441441	5	VZ+IZ	5
65712999642800	8463	2668	7.04242	5	VZ+IZ	5
65712999644500	7918	2386	9.964638	3	iEGL	3
66142496369600	9493	2815	6.27831	0	VZ+IZ	0
66142496371500	7524	2257	7.801701	1	VZ+IZ	1
62706522533200	8900	2547	9	1	VZ+IZ	1
62706522533700	8593	2606	6.447108	1	VZ+IZ	1
62706522536100	8177	2681	5.503241	0	VZ+IZ	0
62706522536900	7903	2644	6.832848	0	VZ+IZ	0
62706522537600	15387	3672	6.745954	2	oEGL	2
62706522537800	13151	3369	5.368413	7	RL	7
62706522537900	12899	3326	4.643771	7	RL	7
62277025806500	8560	2743	5.151869	0	VZ+IZ	0
63136019263900	8063	2437	7.329778	1	VZ+IZ	1
63136019264200	8412	2524	7.715169	1	VZ+IZ	1
66571993097700	3620	1224	5.718232	4	Chroid plexus	4
63136019266900	7460	2338	8.83378	1	VZ+IZ	1
63565515994300	7420	2273	8.261456	1	VZ+IZ	1
63565515994400	8034	2441	6.484939	5	VZ+IZ	5
63565515994900	7254	2271	6.603253	0	VZ+IZ	0
63565515996700	11562	2948	9.479329	2	oEGL	2
63995012721000	8958	2604	7.300737	1	VZ+IZ	1
63995012723400	8010	2505	6.916355	0	VZ+IZ	0
63995012724100	7257	2249	7.950944	1	VZ+IZ	1
68289980019800	7799	2379	6.89832	0	VZ+IZ	0
59700045425600	11327	2746	9.428798	3	iEGL	3
59700045424000	2606	1031	5.717575	8	Epithelia	8
67860483287100	8858	2439	9.720027	3	iEGL	3
67860483287200	8191	2491	8.362837	5	VZ+IZ	5
59270548697900	9803	2846	7.579312	0	VZ+IZ	0
67860483289500	7748	2318	7.408363	0	VZ+IZ	0
67860483292900	14667	3755	4.827163	7	RL	7
68289980016400	17099	3662	6.503304	2	oEGL	2
59270548697800	9299	2738	7.44166	0	VZ+IZ	0
68289980019200	7833	2373	6.817311	0	VZ+IZ	0
59700045426000	9005	2687	6.807329	0	VZ+IZ	0
68289980020800	8142	2469	7.663965	5	VZ+IZ	5
59270548695000	6513	2233	5.834485	4	Chroid plexus	4
59270548694400	2278	883	5.531168	8	Epithelia	8
58841051971200	4873	1601	8.865175	3	iEGL	3
68289980022500	13689	3728	3.747535	7	RL	7
68719476745900	13321	3420	5.13475	3	iEGL	3
58841051966800	10012	2786	7.960447	0	VZ+IZ	0
68719476749600	6888	2244	7.534843	5	VZ+IZ	5
68719476751400	7169	2189	10.015344	3	iEGL	3
58411555240900	6420	2078	7.679128	1	VZ+IZ	1
60559038886100	8970	2633	7.157191	0	VZ+IZ	0
66571993098300	9666	2653	8.266087	3	iEGL	3
60559038887900	7922	2461	8.369099	1	VZ+IZ	1
66571993100500	7976	2381	7.936309	1	VZ+IZ	1
66571993103400	7943	2564	8.598766	0	VZ+IZ	0
66571993104400	2936	1160	6.675749	7	RL	7
60559038886700	8521	2605	8.790048	1	VZ+IZ	1
67001489829600	8097	2537	6.446832	1	VZ+IZ	1
60559038886600	8499	2545	7.365572	0	VZ+IZ	0
69148973479000	7479	2301	7.126621	5	VZ+IZ	5
60559038885200	8997	2661	8.891853	1	VZ+IZ	1
60559038883700	5685	1743	5.505717	4	Chroid plexus	4
60129542157000	8713	2625	7.276483	0	VZ+IZ	0
67430986559800	7633	2286	7.022141	1	VZ+IZ	1
67430986560400	7854	2470	5.856888	0	VZ+IZ	0
60129542156300	9259	2727	7.916622	0	VZ+IZ	0
60129542154800	16115	3729	7.731927	2	oEGL	2
59700045430300	14571	3511	6.114886	2	oEGL	2
65712999643700	8798	2704	7.478972	0	VZ+IZ	0
68289980019900	7814	2501	6.7699	6	Vessels	6
63995012721500	9177	2718	7.050234	0	VZ+IZ	0
52828097755900	12232	3106	8.068999	2	oEGL	2
59270548699500	7345	2452	7.311096	0	VZ+IZ	0
73014444042800	10019	2939	8.114582	5	VZ+IZ	5
64854006184800	8103	2627	6.639516	0	VZ+IZ	0
64854006184900	7982	2643	6.126284	0	VZ+IZ	0
64854006185000	7708	2498	8.6274	1	VZ+IZ	1
70007966936000	9258	2797	7.885072	5	VZ+IZ	5
60129542159000	7620	2393	8.503937	0	VZ+IZ	0
60129542158600	8655	2719	6.759099	1	VZ+IZ	1
73873437503100	9458	2841	6.893635	0	VZ+IZ	0
55405078130700	13832	3464	6.983806	2	oEGL	2
59700045428300	8229	2530	8.141937	1	VZ+IZ	1
66142496371800	7549	2297	8.146774	1	VZ+IZ	1
65712999643100	7518	2474	6.517691	0	VZ+IZ	0
65283502914000	7728	2467	7.531056	0	VZ+IZ	0
54546084673400	8309	2334	9.29113	3	iEGL	3
64424509454400	7171	2346	8.534375	0	VZ+IZ	0
63136019266600	7748	2504	7.79556	1	VZ+IZ	1
62706522537400	6901	2082	11.650485	3	iEGL	3
60988535615900	8258	2522	7.653185	6	Vessels	6
72584947314000	9663	2842	6.633551	0	VZ+IZ	0
69578470208400	7586	2334	6.591089	0	VZ+IZ	0
68289980017300	9517	2772	7.933172	1	VZ+IZ	1
72584947313600	9611	2927	6.960774	0	VZ+IZ	0
70437463666400	9179	2755	6.384138	0	VZ+IZ	0
70007966939200	7093	2357	7.190188	0	VZ+IZ	0
79456894987100	4027	1586	6.555749	10	Chroid plexus	10
69148973477200	9001	2664	6.799245	0	VZ+IZ	0
69578470207200	8962	2636	7.542959	0	VZ+IZ	0
73014444045400	7727	2512	7.299081	6	Vessels	6
73014444043300	9160	2777	7.958515	0	VZ+IZ	0
69148973479600	7006	2258	8.978019	5	VZ+IZ	5
69148973478600	7251	2321	7.102469	0	VZ+IZ	0
72584947316700	6661	2177	9.217835	5	VZ+IZ	5
60988535619200	15700	3567	5.840764	2	oEGL	2
54116587942800	12734	3253	7.209047	2	oEGL	2
54546084673000	8780	2492	9.384966	3	iEGL	3
54546084674100	5003	1625	11.493104	3	iEGL	3
56264071591700	7898	2404	8.419853	0	VZ+IZ	0
57552561779400	8639	2563	9.538141	0	VZ+IZ	0
57982058506600	8143	2166	4.322731	4	Chroid plexus	4
58841051969600	8003	2530	7.609646	0	VZ+IZ	0
59700045427200	8192	2515	8.361816	1	VZ+IZ	1
60129542156000	9581	2766	8.600355	1	VZ+IZ	1
60559038888500	8347	2653	6.014137	0	VZ+IZ	0
67430986562900	11468	2898	8.824555	2	oEGL	2
61418032345100	8618	2619	7.925273	0	VZ+IZ	0
62706522535100	7184	2276	8.393653	1	VZ+IZ	1
62706522537100	8671	2735	7.761504	5	VZ+IZ	5
63136019267400	9852	2935	7.023955	7	RL	7
63995012722400	7853	2373	7.589456	1	VZ+IZ	1
64424509450800	7995	2448	6.391495	0	VZ+IZ	0
64854006179900	9953	2593	8.962122	3	iEGL	3
76450417879800	8689	2594	6.26079	4	Chroid plexus	4
70437463664200	10668	2897	7.039745	4	Chroid plexus	4
58841051965600	5898	2069	6.595456	4	Chroid plexus	4
68719476744700	7243	2165	5.674444	4	Chroid plexus	4
60559038883800	6697	1978	6.077348	4	Chroid plexus	4
60129542160400	5436	1880	5.095659	7	RL	7
62277025801900	8008	2557	7.604895	4	Chroid plexus	4
75591424423400	6463	2224	7.287637	4	Chroid plexus	4
61847529072200	8108	2477	7.819438	4	Chroid plexus	4
76450417882100	7279	2251	7.514769	4	Chroid plexus	4
77309411339500	11536	3180	5.790569	4	Chroid plexus	4
60559038883400	5896	2000	6.292402	4	Chroid plexus	4
69148973474400	4317	1442	7.922168	4	Chroid plexus	4
61847529072000	6113	1995	7.328644	4	Chroid plexus	4
74302934230900	13387	3390	6.035706	9	oEGL	9
62277025801400	5559	1960	5.270732	4	Chroid plexus	4
64424509452300	7660	2374	7.519582	1	VZ+IZ	1
70007966934500	9119	2666	6.34938	4	Chroid plexus	4
64854006179600	11329	2935	5.207874	9	oEGL	9
73873437502200	7921	2430	8.420654	1	VZ+IZ	1
61418032342600	6101	2062	7.523357	4	Chroid plexus	4
57552561779600	8974	2489	10.89815	5	VZ+IZ	5
62277025806100	8409	2572	6.683315	0	VZ+IZ	0
62277025806200	8164	2558	7.214601	5	VZ+IZ	5
63136019260400	6511	2150	5.544463	4	Chroid plexus	4
59700045424100	5359	1921	5.933943	4	Chroid plexus	4
62706522531500	7357	2305	7.394318	4	Chroid plexus	4
58841051965200	5511	1959	5.570677	4	Chroid plexus	4
67001489826600	8326	2430	5.885179	4	Chroid plexus	4
74732430958600	5263	1470	6.308189	8	Epithelia	8
63136019260600	8841	2594	7.035403	4	Chroid plexus	4
75161927694000	9449	2826	5.57731	4	Chroid plexus	4
67001489826500	6230	2012	5.585875	4	Chroid plexus	4
59270548695400	6990	2205	6.738197	4	Chroid plexus	4
57982058507000	9480	2641	5.464135	4	Chroid plexus	4
76879914611600	6843	2251	7.131375	4	Chroid plexus	4
74732430964500	8784	2647	7.53643	4	Chroid plexus	4
66142496368800	9529	2646	7.671319	1	VZ+IZ	1
58411555236300	7733	2122	5.806285	4	Chroid plexus	4
60129542158900	8996	2784	6.847488	0	VZ+IZ	0
66142496371600	7125	2142	6.849123	1	VZ+IZ	1
73443940770000	4393	1468	7.033918	4	Chroid plexus	4
62277025801500	5948	2053	6.556826	4	Chroid plexus	4
56264071590200	8737	2495	9.900423	1	VZ+IZ	1
65712999645200	12252	3630	4.489063	7	RL	7
57552561776900	4911	1626	4.846263	4	Chroid plexus	4
67001489827500	17820	3720	6.144781	9	oEGL	9
66571993097800	8893	2529	6.915552	4	Chroid plexus	4
57123065051400	8383	2551	8.970536	1	VZ+IZ	1
74732430960700	23624	4356	6.61192	2	oEGL	2
57123065049300	9390	2748	6.943557	0	VZ+IZ	0
57123065048900	9409	2716	7.365289	1	VZ+IZ	1
72584947316600	6972	2304	8.648881	1	VZ+IZ	1
71296457127700	7882	2577	6.927176	6	Vessels	6
67860483288800	8354	2508	7.373713	1	VZ+IZ	1
58411555237500	8984	2583	7.123776	5	VZ+IZ	5
58411555236700	6833	1970	6.644227	9	oEGL	9
67860483285500	4810	1692	5.426195	4	Chroid plexus	4
58841051965700	5972	1930	5.626256	4	Chroid plexus	4
58841051966000	7527	2143	5.141491	4	Chroid plexus	4
57982058507600	10865	2712	9.746894	2	oEGL	2
67001489833100	7365	2317	10.047522	0	VZ+IZ	0
73873437502700	8358	2632	7.585547	0	VZ+IZ	0
60988535613100	6032	1973	6.91313	4	Chroid plexus	4
57552561777600	8751	2427	5.47366	9	oEGL	9
57552561777400	9539	2751	5.671454	4	Chroid plexus	4
53257594484800	7189	1980	10.752539	3	iEGL	3
54546084674400	7056	1986	9.736395	3	iEGL	3
70007966935400	8708	2497	10.082683	6	Vessels	6
54546084671000	7120	2139	6.095506	4	Chroid plexus	4
54116587943500	7982	2185	10.23553	3	iEGL	3
54116587941500	6293	1978	6.483394	4	Chroid plexus	4
59700045429200	8175	2547	7.070336	1	VZ+IZ	1
63995012720500	11496	2928	5.793319	9	oEGL	9
62277025804700	8841	2624	8.08732	0	VZ+IZ	0
69578470204900	6905	2287	6.589428	4	Chroid plexus	4
76879914610900	9598	2784	5.938737	9	oEGL	9
63565515997300	11338	3403	4.789204	7	RL	7
62706522530900	5209	1927	6.987906	4	Chroid plexus	4
63565515990800	8368	2431	6.381453	4	Chroid plexus	4
78168404799700	7173	2220	5.144291	10	Chroid plexus	10
68719476752100	12285	3669	3.882784	7	RL	7
63136019267700	10594	3261	5.455918	7	RL	7
63136019261000	7320	2363	6.721311	4	Chroid plexus	4
76450417881300	12452	3544	6.521041	2	oEGL	2
66142496369100	8712	2637	8.390725	0	VZ+IZ	0
75161927693400	11127	2866	8.385009	2	oEGL	2
75161927693700	15088	3817	6.740456	2	oEGL	2
60129542154000	6022	1960	6.526071	4	Chroid plexus	4
55405078131900	9720	2727	8.683128	1	VZ+IZ	1
55405078131500	9628	2673	7.644371	3	iEGL	3
59270548694800	4469	1584	5.79548	4	Chroid plexus	4
60129542153600	5125	1837	5.990244	4	Chroid plexus	4
64854006185100	7058	2358	9.393596	0	VZ+IZ	0
54975581401800	9038	2519	9.426864	3	iEGL	3
60129542157400	8128	2476	7.61565	0	VZ+IZ	0
67860483293100	6067	2121	5.818362	7	RL	7
68289980020200	7690	2383	7.698309	5	VZ+IZ	5
68289980022200	7699	2334	9.027146	2	oEGL	2
60129542154200	6876	2216	4.944735	4	Chroid plexus	4
60129542153900	7213	2291	6.959656	4	Chroid plexus	4
67860483293000	12470	3624	4.554932	7	RL	7
67860483290600	7788	2377	6.368772	5	VZ+IZ	5
61418032349300	6998	2374	5.001429	7	RL	7
62706522538100	10691	3248	5.397063	7	RL	7
63136019261600	10201	2567	8.185472	2	oEGL	2
63565515989800	4421	1671	5.654829	4	Chroid plexus	4
63565515990700	8604	2617	6.113436	4	Chroid plexus	4
62706522531300	5719	1949	7.046686	4	Chroid plexus	4
62277025805300	8760	2654	6.598174	1	VZ+IZ	1
63995012726800	15056	3608	4.463337	7	RL	7
62277025802000	7177	2200	6.938832	4	Chroid plexus	4
62277025801800	7252	2257	7.584115	4	Chroid plexus	4
64424509449800	5947	1909	7.213721	4	Chroid plexus	4
61847529078600	5714	1937	8.260413	2	oEGL	2
61847529073200	9266	2567	8.806389	6	Vessels	6
61847529072500	8621	2731	4.581835	4	Chroid plexus	4
65283502908300	7167	2302	6.195061	4	Chroid plexus	4
65712999638700	9895	2731	6.851945	4	Chroid plexus	4
65712999639100	9643	2576	8.399876	3	iEGL	3
65712999641000	8827	2604	6.740682	6	Vessels	6
66142496368300	11839	3208	5.828195	9	oEGL	9
61418032342500	7214	2190	6.404214	4	Chroid plexus	4
59270548695200	6867	2183	6.116208	4	Chroid plexus	4
66571993102300	7447	2281	8.379213	1	VZ+IZ	1
67430986556100	7087	2101	6.688303	4	Chroid plexus	4
60559038883900	6380	2032	6.61442	4	Chroid plexus	4
77309411340600	6871	2030	7.480716	4	Chroid plexus	4
76020921152400	7268	2342	7.498624	9	oEGL	9
55834574862400	7338	2173	10.970292	3	iEGL	3
58411555236000	5233	1832	5.962163	4	Chroid plexus	4
72584947315800	8886	2787	5.930677	0	VZ+IZ	0
75591424419800	2746	1118	7.574654	8	Epithelia	8
77738908069600	9770	2871	5.465711	4	Chroid plexus	4
72584947316500	6643	2196	8.97185	1	VZ+IZ	1
56264071591200	8467	2473	10.322428	0	VZ+IZ	0
57982058507200	8390	2212	6.162098	9	oEGL	9
75161927690300	14671	3547	6.88433	9	oEGL	9
77738908070800	8182	2569	5.182107	10	Chroid plexus	10
77309411340300	8795	2429	6.185333	4	Chroid plexus	4
77309411339800	13732	3581	5.403437	9	oEGL	9
57982058506400	6080	1961	5.608553	4	Chroid plexus	4
56693568322900	15301	3586	6.725051	2	oEGL	2
57552561777500	9182	2459	6.055326	4	Chroid plexus	4
57123065047900	9295	2457	6.401291	4	Chroid plexus	4
57123065048100	12703	3131	5.604975	4	Chroid plexus	4
57552561777100	5064	1672	5.233017	4	Chroid plexus	4
76879914611700	6813	2145	8.116835	4	Chroid plexus	4
74302934233500	8583	2576	7.57311	6	Vessels	6
76879914611500	8388	2658	6.7835	4	Chroid plexus	4
54975581400400	6222	2050	5.737705	4	Chroid plexus	4
74732430963800	7670	2514	5.853977	6	Vessels	6
59270548694600	5143	1856	5.930391	4	Chroid plexus	4
76450417882000	6937	2262	7.596944	4	Chroid plexus	4
69148973481600	13625	3629	4.623853	7	RL	7
51539607566400	14037	3333	8.028781	2	oEGL	2
55834574859500	5057	1611	5.457781	3	iEGL	3
78597901528800	5090	1785	7.779961	10	Chroid plexus	10
69578470209300	7667	2505	6.964915	6	Vessels	6
69578470211200	13378	3559	3.857079	7	RL	7
78597901528500	6339	2174	7.808803	10	Chroid plexus	10
76879914609500	7450	2383	5.47651	4	Chroid plexus	4
78597901528300	7786	2422	6.498844	10	Chroid plexus	10
59270548694900	4584	1604	4.472077	4	Chroid plexus	4
52398601024300	4341	1224	5.482608	3	iEGL	3
58841051970200	7547	2372	9.632967	5	VZ+IZ	5
52828097753800	8057	2326	6.602954	2	oEGL	2
71725953852900	4116	1452	7.118562	4	Chroid plexus	4
53257594483200	11652	2942	5.92173	2	oEGL	2
58841051966400	16378	3551	6.014165	2	oEGL	2
55834574860400	10472	2626	10.064935	3	iEGL	3
70866960394000	14888	3561	5.621977	3	iEGL	3
78168404799500	6684	2011	4.368642	10	Chroid plexus	10
76879914610000	12229	3298	6.116608	2	oEGL	2
64424509453600	7297	2312	7.098808	1	VZ+IZ	1
76879914609800	10625	3076	5.195294	9	oEGL	9
64424509455600	7853	2471	9.002929	1	VZ+IZ	1
64854006178700	6950	2186	6.417266	4	Chroid plexus	4
64854006179500	7145	2213	7.207838	4	Chroid plexus	4
76879914609400	8297	2304	4.507653	4	Chroid plexus	4
64854006178600	3494	1368	6.840298	4	Chroid plexus	4
63995012724400	7471	2337	7.000402	1	VZ+IZ	1
63995012719800	3178	1129	7.677785	4	Chroid plexus	4
79027398258200	6888	2452	7.055749	10	Chroid plexus	10
63136019260300	5544	1846	6.367244	4	Chroid plexus	4
79027398257800	5996	2148	7.338225	10	Chroid plexus	10
63136019266500	8310	2749	6.558363	5	VZ+IZ	5
63136019267100	9912	2706	9.725585	3	iEGL	3
78597901528000	2801	1167	8.068547	10	Chroid plexus	10
78168404799200	7943	2484	7.377565	10	Chroid plexus	10
63565515993000	8152	2494	6.820412	1	VZ+IZ	1
63565515996500	7959	2424	8.656866	1	VZ+IZ	1
78168404798600	7516	2411	7.011708	10	Chroid plexus	10
64424509451000	8754	2557	7.539411	0	VZ+IZ	0
77738908070600	7717	2607	6.064533	10	Chroid plexus	10
77738908070500	7111	2300	6.187597	4	Chroid plexus	4
63995012720000	4566	1547	6.570302	4	Chroid plexus	4
63995012720400	9664	2721	5.473924	9	oEGL	9
75161927693900	9915	3014	6.787695	4	Chroid plexus	4
63995012726900	11883	3344	4.788353	7	RL	7
64424509449000	5446	1819	7.234668	4	Chroid plexus	4
77309411339000	2843	1005	4.607809	8	Epithelia	8
64424509449300	5116	1756	6.606724	4	Chroid plexus	4
76879914610800	9417	2653	6.08474	9	oEGL	9
70866960397800	7726	2525	6.031582	1	VZ+IZ	1
67430986562400	7790	2523	7.483954	0	VZ+IZ	0
72584947315200	9223	2848	6.776537	0	VZ+IZ	0
72584947314600	8874	2778	6.265495	0	VZ+IZ	0
72584947311000	1300	565	10.153846	8	Epithelia	8
67860483285700	3999	1336	7.826957	4	Chroid plexus	4
72155450586200	8217	2630	6.815139	0	VZ+IZ	0
71725953853300	12669	3224	7.79067	2	oEGL	2
71296457123700	11940	3233	5.544389	3	iEGL	3
67430986557000	9481	2622	7.37264	4	Chroid plexus	4
70866960397400	7553	2495	7.295115	6	Vessels	6
68289980022600	6081	2188	7.33432	7	RL	7
79886391716900	4070	1496	6.412776	10	Chroid plexus	10
68719476745700	7366	2146	7.846864	4	Chroid plexus	4
68719476745800	7598	2252	6.501711	4	Chroid plexus	4
68719476746500	8805	2577	8.188529	1	VZ+IZ	1
68719476748600	8083	2524	5.27032	0	VZ+IZ	0
69578470203800	4822	1637	6.802157	4	Chroid plexus	4
69148973481100	12627	3168	7.183021	2	oEGL	2
66142496373700	7541	2506	8.473677	1	VZ+IZ	1
76450417881500	9296	2816	6.949225	2	oEGL	2
65283502909300	16325	3707	7.448698	2	oEGL	2
65283502911000	8523	2539	7.391763	0	VZ+IZ	0
76020921152500	6736	2156	6.62114	9	oEGL	9
65283502915200	9219	2594	8.753661	2	oEGL	2
75591424420000	14730	3794	6.014936	9	oEGL	9
74732430963900	7292	2257	8.625891	3	iEGL	3
66142496371400	7883	2351	7.953825	5	VZ+IZ	5
74732430961800	9448	2895	6.255292	0	VZ+IZ	0
76450417881900	7731	2492	5.833657	9	oEGL	9
66571993097000	5751	1882	7.390019	4	Chroid plexus	4
66571993100900	7726	2403	8.128398	0	VZ+IZ	0
66571993104300	13360	3499	4.288922	7	RL	7
73873437504600	7238	2328	9.477756	1	VZ+IZ	1
73443940773400	9210	2760	8.555917	1	VZ+IZ	1
67001489830500	7913	2391	6.9885	0	VZ+IZ	0
67001489832000	7480	2304	7.820856	1	VZ+IZ	1
73014444042000	13106	3142	5.592858	9	oEGL	9
67430986556000	5716	1714	5.475857	4	Chroid plexus	4
62277025802300	15579	3651	6.207074	2	oEGL	2
56264071590800	8576	2446	9.433302	1	VZ+IZ	1
59700045424200	5801	1985	6.757456	4	Chroid plexus	4
61847529073100	9461	2635	7.969559	3	iEGL	3
62277025808500	6564	2362	5.971968	7	RL	7
62277025808400	15711	3888	4.041754	7	RL	7
59700045424700	9509	2606	5.153013	4	Chroid plexus	4
57552561780800	9352	2839	7.164243	1	VZ+IZ	1
58841051967000	8879	2564	8.345534	1	VZ+IZ	1
54975581400500	7742	2339	5.734952	4	Chroid plexus	4
57982058506700	9120	2466	4.627193	4	Chroid plexus	4
59700045425400	17068	3564	7.487696	2	oEGL	2
61418032342700	5814	1961	7.395941	4	Chroid plexus	4
61418032347200	7866	2489	7.615052	0	VZ+IZ	0
62706522531200	6641	2153	6.896552	4	Chroid plexus	4
61418032342900	9926	2550	4.896232	4	Chroid plexus	4
62277025802100	9172	2754	4.579154	9	oEGL	9
55834574863000	6191	1836	11.048296	3	iEGL	3
61418032345900	7901	2516	8.872295	0	VZ+IZ	0
60559038883200	7853	2580	6.03591	4	Chroid plexus	4
54116587944700	6773	2036	9.552635	3	iEGL	3
54116587941800	5024	1549	5.473726	3	iEGL	3
61847529077000	8015	2553	7.011853	0	VZ+IZ	0
60559038884500	12126	2937	8.617846	2	oEGL	2
55834574861500	8973	2635	7.388833	1	VZ+IZ	1
60559038883600	6731	2162	6.343782	4	Chroid plexus	4
56693568319300	9376	2413	9.481655	3	iEGL	3
55405078130100	6693	2071	6.588974	9	oEGL	9
60988535613000	5074	1651	7.567994	4	Chroid plexus	4
60988535613300	7770	2264	5.585586	4	Chroid plexus	4
58411555235700	6354	2090	5.036198	4	Chroid plexus	4
62706522536000	7786	2526	5.985101	0	VZ+IZ	0
51969104295400	7678	2123	10.237041	2	oEGL	2
51969104295800	8178	2211	10.320372	3	iEGL	3
57123065049100	9685	2752	7.444502	1	VZ+IZ	1
61847529072100	6260	2071	7.476038	4	Chroid plexus	4
59270548697300	9023	2664	8.234512	1	VZ+IZ	1
54975581403700	5936	1759	12.668464	3	iEGL	3
57552561777000	4563	1541	5.588429	4	Chroid plexus	4
60559038883100	2102	841	5.566127	8	Epithelia	8
62706522534100	8677	2658	5.531866	1	VZ+IZ	1
62706522532500	8875	2615	8.28169	1	VZ+IZ	1
60559038889200	7620	2410	8.779528	0	VZ+IZ	0
61847529072600	9024	2648	4.964539	4	Chroid plexus	4
58411555236100	3964	1398	6.180626	4	Chroid plexus	4
57552561777200	5400	1724	5.925926	4	Chroid plexus	4
54975581403300	7851	2251	8.73774	3	iEGL	3
57552561778300	10031	2756	7.855647	3	iEGL	3
62706522531400	6491	2062	8.457865	4	Chroid plexus	4
73014444042500	7899	2415	10.051905	3	iEGL	3
73014444040500	3852	1311	10.514019	8	Epithelia	8
73443940773200	9269	2740	8.976157	1	VZ+IZ	1
57982058508900	8951	2719	8.881689	5	VZ+IZ	5
73014444045600	7978	2581	7.157182	1	VZ+IZ	1
73014444042700	10272	3010	6.220794	0	VZ+IZ	0
73014444045100	8582	2686	6.000932	1	VZ+IZ	1
73014444041800	4677	1601	6.884755	4	Chroid plexus	4
73014444044300	9109	2733	7.410254	5	VZ+IZ	5
73873437502800	8467	2600	8.090233	0	VZ+IZ	0
75161927693100	7983	2205	9.620443	3	iEGL	3
57123065051800	6880	2058	10.421512	1	VZ+IZ	1
74302934235100	1846	750	8.179848	3	iEGL	3
74302934234500	7055	2121	10.37562	3	iEGL	3
74302934234100	6742	2208	8.558291	6	Vessels	6
57552561776700	1768	780	5.373303	8	Epithelia	8
74302934232100	9281	2873	6.432496	5	VZ+IZ	5
74302934231400	8148	2451	8.922435	3	iEGL	3
57552561777300	7223	2166	6.202409	4	Chroid plexus	4
73873437504100	8052	2530	7.724789	0	VZ+IZ	0
73873437503200	9188	2824	7.596865	0	VZ+IZ	0
73014444046400	7871	2452	7.114725	1	VZ+IZ	1
57552561780300	8339	2597	7.974577	0	VZ+IZ	0
73873437501400	21066	4220	5.549226	2	oEGL	2
57982058506500	4689	1612	5.86479	4	Chroid plexus	4
73873437499600	5920	1929	7.060811	4	Chroid plexus	4
74732430960400	3573	1396	5.849426	4	Chroid plexus	4
